crash_id,check_id,check_name,check_category,issue_severity,check_status,issue_description,reporting_impact,recommended_action,crash_year,crash_financial_year,crash_severity,fatal_count,serious_injury_count,minor_injury_count,region,tla_id,tla_name,area_unit_id,meshblock_id,crash_location_1,crash_location_2
451165,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2014,2013/2014,Non-Injury Crash,0,0,0,,76,Auckland,514802,386901,ASH ST,RATA ST
451737,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2014,2013/2014,Non-Injury Crash,0,0,0,,23,Tauranga City,538202,1162800,SH 2,MIRRIELEES UNDERPASS
451817,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2014,2014/2015,Non-Injury Crash,0,0,0,,73,Southland District,612802,3189800,SH 99,APARIMA RIV BR S ABTMT
451849,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2014,2013/2014,Non-Injury Crash,0,0,0,,76,Auckland,514801,389300,SH 16,TE ATATU OFF WBD
457480,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2014,2013/2014,Minor Crash,0,0,1,,76,Auckland,515202,423600,SHELLY OFF SBD,SH 1N
458059,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2014,2014/2015,Minor Crash,0,0,1,,76,Auckland,509800,359300,SH 1N,STAFFORD OFF NBD
459046,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2014,2014/2015,Non-Injury Crash,0,0,0,,76,Auckland,515202,423600,SH 1N,CURRAN ON NBD
462829,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2014,2014/2015,Non-Injury Crash,0,0,0,,23,Tauranga City,536821,1204300,SH 2,TASMAN QUAY
464284,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2014,2014/2015,Non-Injury Crash,0,0,0,,76,Auckland,507900,304200,ESMONDE ROAD,BARRYS POINT ROAD
464939,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2014,2013/2014,Non-Injury Crash,0,0,0,,76,Auckland,509800,359300,SH 1N,TOP OF HARBOUR BRIDGE
468116,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2014,2014/2015,Non-Injury Crash,0,0,0,,76,Auckland,512402,253700,SH 16,TE ATATU ON EBD EAST
469020,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2014,2014/2015,Non-Injury Crash,0,0,0,,76,Auckland,515202,423600,SH 1N,SHELLY BEACH OBR
469067,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2014,2014/2015,Serious Crash,0,1,0,,39,Manawatu District,561422,1784200,Z BCH HIMATANGI,HUNIA TERRACE
469380,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2014,2014/2015,Non-Injury Crash,0,0,0,,76,Auckland,507900,304000,ESMONDE ROAD,FRED THOMAS DRIVE
472051,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2014,2014/2015,Non-Injury Crash,0,0,0,,76,Auckland,515202,423600,SH 1N,CURRAN ON NBD
475489,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2014,2013/2014,Non-Injury Crash,0,0,0,,76,Auckland,507900,304200,BARRYS POINT ROAD,ESMONDE ROAD
478249,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2014,2013/2014,Minor Crash,0,0,1,,76,Auckland,523912,767804,SH 1N,PAPAKURA ON NBD
479528,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2014,2014/2015,Non-Injury Crash,0,0,0,,76,Auckland,515202,423600,SH 1N,SHELLY BEACH OBR
480758,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2014,2013/2014,Minor Crash,0,0,2,,76,Auckland,507900,304000,ESMONDE ROAD,FRED THOMAS DRIVE
482238,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2014,2014/2015,Minor Crash,0,0,1,,76,Auckland,509800,359300,SH 1N,TOP OF HARBOUR BRIDGE
500346,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2014,2013/2014,Non-Injury Crash,0,0,0,,76,Auckland,507900,304000,ESMONDE ROAD,FRED THOMAS DRIVE
504494,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2014,2013/2014,Non-Injury Crash,0,0,0,,76,Auckland,507900,304000,ESMONDE ROAD,FRED THOMAS DRIVE
505463,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2014,2013/2014,Non-Injury Crash,0,0,0,,76,Auckland,509800,359300,SH 1N,TOP OF HARBOUR BRIDGE
514056,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2014,2013/2014,Non-Injury Crash,0,0,0,,76,Auckland,509800,359300,SH 1N,ONEWA OBR OFF
516104,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2014,2013/2014,Non-Injury Crash,0,0,0,,23,Tauranga City,536821,1204300,SH 2,TAURANGA BRIDGE MARINA
518767,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2014,2014/2015,Minor Crash,0,0,1,,76,Auckland,515202,423600,SH 1N,SHELLY OFF SBD
519933,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2014,2014/2015,Minor Crash,0,0,1,,76,Auckland,523912,767804,SH 1N,PAHUREHURE NO 2 BR
520847,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2014,2014/2015,Non-Injury Crash,0,0,0,,76,Auckland,513530,226303,SH 16,LINCOLN OBR
523630,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2014,2014/2015,Minor Crash,0,0,1,,76,Auckland,514801,389300,SH 16,PATIKI OBR
526398,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2014,2014/2015,Non-Injury Crash,0,0,0,,76,Auckland,509800,359300,SH 1N,HARBOUR BR N
529651,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2014,2014/2015,Minor Crash,0,0,1,,76,Auckland,514801,389300,SH 16,PATIKI ON WBD
532152,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2014,2014/2015,Non-Injury Crash,0,0,0,,76,Auckland,519820,602503,SH 20,MANGERE BR
532688,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2014,2013/2014,Non-Injury Crash,0,0,0,,76,Auckland,507900,304000,ESMONDE ROAD,FRED THOMAS DRIVE
532920,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2014,2014/2015,Non-Injury Crash,0,0,0,,76,Auckland,519820,602503,SH 20,ONEHUNGA HBR UNDERPASS
533096,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2014,2014/2015,Non-Injury Crash,0,0,0,,44,Porirua City,572200,2071201,SH 58,SPINNAKER DRIVE
534794,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2014,2013/2014,Minor Crash,0,0,1,,76,Auckland,519820,602503,SH 20,RIMU OBR
535216,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2014,2013/2014,Non-Injury Crash,0,0,0,,76,Auckland,507900,304200,BARRYS POINT ROAD,ESMONDE ROAD
536000,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2014,2014/2015,Minor Crash,0,0,1,,76,Auckland,523912,767803,SH 1N,TAKANINI OFF NBD
536293,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2014,2014/2015,Non-Injury Crash,0,0,0,,76,Auckland,512300,252000,SH 16,TE ATATU OBR
536320,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2014,2014/2015,Non-Injury Crash,0,0,0,,76,Auckland,515202,423600,SH 1N,SHELLY OFF SBD
538173,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2014,2013/2014,Non-Injury Crash,0,0,0,,76,Auckland,521801,786700,SH 1N,PRINCES OBR
538881,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2014,2013/2014,Minor Crash,0,0,1,,76,Auckland,509800,359300,SH 1N,TOP OF HARBOUR BRIDGE
538990,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2014,2014/2015,Minor Crash,0,0,1,,76,Auckland,507900,304000,ESMONDE ROAD,FRED THOMAS DRIVE
541598,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2014,2014/2015,Minor Crash,0,0,1,,23,Tauranga City,536821,1204300,SH 2,TAURANGA BRIDGE MARINA
544415,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2014,2013/2014,Non-Injury Crash,0,0,0,,76,Auckland,512402,253700,SH 16,TE ATATU ON EBD EAST
545559,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2014,2013/2014,Non-Injury Crash,0,0,0,,76,Auckland,509800,359300,SH 1N,SHELLY OFF SBD
545959,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2014,2013/2014,Non-Injury Crash,0,0,0,,76,Auckland,509800,359300,SH 1N,STAFFORD OFF NBD
546742,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2014,2014/2015,Minor Crash,0,0,1,,76,Auckland,523912,767804,SH 1N,BEACH OBR
547983,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2014,2013/2014,Non-Injury Crash,0,0,0,,76,Auckland,509800,359300,SH 1N,TOP OF HARBOUR BRIDGE
549446,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2014,2013/2014,Non-Injury Crash,0,0,0,,11,Thames-Coromandel District,533501,1049200,SH 25,ASH ST
550120,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2014,2013/2014,Non-Injury Crash,0,0,0,,76,Auckland,512402,253700,SH 16,TE ATATU OBR
550983,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2014,2014/2015,Minor Crash,0,0,1,,76,Auckland,515202,423600,SH 1N,HARBOUR BR S
551052,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2014,2013/2014,Non-Injury Crash,0,0,0,,76,Auckland,509800,359300,SH 1N,TOP OF HARBOUR BRIDGE
552433,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2014,2014/2015,Non-Injury Crash,0,0,0,,76,Auckland,515202,423600,SH 1N,CURRAN ST
553620,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2014,2014/2015,Non-Injury Crash,0,0,0,,76,Auckland,509800,359300,SH 1N,SHELLY BEACH OBR
554203,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2014,2014/2015,Non-Injury Crash,0,0,0,,76,Auckland,515202,423600,SH 1N,SHELLY BEACH OBR
554723,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2014,2014/2015,Minor Crash,0,0,1,,76,Auckland,515202,423600,SH 1N,TOP OF HARBOUR BRIDGE
555153,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2014,2014/2015,Minor Crash,0,0,1,,76,Auckland,507900,304000,ESMONDE ROAD,FRED THOMAS DRIVE
556666,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2014,2014/2015,Non-Injury Crash,0,0,0,,76,Auckland,523912,767803,SH 1N,BEACH OBR
557457,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2014,2013/2014,Non-Injury Crash,0,0,0,,76,Auckland,509800,359300,SH 1N,STAFFORD OFF NBD
557953,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2014,2013/2014,Serious Crash,0,1,0,,76,Auckland,524604,781100,PUHINUI ROAD,TOM PEARCE DRIVE
559067,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2014,2014/2015,Serious Crash,0,1,2,,76,Auckland,523202,717502,WHITFORD ROAD,MAUNGAMAUNGAROA BR
560176,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2014,2013/2014,Non-Injury Crash,0,0,0,,76,Auckland,515202,423600,SH 1N,SHELLY OFF SBD
560350,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2014,2013/2014,Non-Injury Crash,0,0,0,,76,Auckland,507900,304200,ESMONDE ROAD,BARRYS POINT ROAD
560398,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2014,2014/2015,Non-Injury Crash,0,0,0,,76,Auckland,515202,423600,SH 1N,CURRAN ON NBD
561401,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2014,2013/2014,Serious Crash,0,1,1,,73,Southland District,612801,3191100,SH 99,JETTY ST
562198,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2014,2013/2014,Non-Injury Crash,0,0,0,,76,Auckland,509800,359300,SH 1N,TOP OF HARBOUR BRIDGE
562352,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2014,2013/2014,Non-Injury Crash,0,0,0,,76,Auckland,515202,423600,SH 1N,SHELLY OFF SBD
563052,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2014,2013/2014,Non-Injury Crash,0,0,0,,76,Auckland,507900,304200,ESMONDE ROAD,BARRYS POINT ROAD
563991,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2014,2014/2015,Non-Injury Crash,0,0,0,,76,Auckland,515202,423600,SH 1N,HARBOUR BR S
565070,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2014,2014/2015,Non-Injury Crash,0,0,0,,23,Tauranga City,538202,1162800,SH 2,MIRRIELEES OFF WBD
566245,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2014,2014/2015,Minor Crash,0,0,1,,76,Auckland,507900,304200,ESMONDE ROAD,BARRYS POINT ROAD
567006,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2014,2014/2015,Serious Crash,0,1,0,,71,Dunedin City,604821,2942700,PORTOBELLO ROAD,LUSS ROAD
567900,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2014,2013/2014,Non-Injury Crash,0,0,0,,76,Auckland,520500,639000,SOUTH-EASTERN HIGHWAY,SLIP ROAD
569757,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2014,2014/2015,Non-Injury Crash,0,0,0,,76,Auckland,515202,423600,SH 1N,CURRAN ON NBD
570261,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2014,2014/2015,Non-Injury Crash,0,0,0,,76,Auckland,509800,359300,SH 1N,TOP OF HARBOUR BRIDGE
571158,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2014,2014/2015,Non-Injury Crash,0,0,0,,76,Auckland,515202,423600,SH 1N,CURRAN ON NBD
571284,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2014,2013/2014,Non-Injury Crash,0,0,0,,76,Auckland,509800,359300,SH 1N,SHELLY OFF SBD
572552,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2014,2013/2014,Non-Injury Crash,0,0,0,,76,Auckland,514801,389300,SH 16,PATIKI ON WBD
573197,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2014,2014/2015,Non-Injury Crash,0,0,0,,76,Auckland,509800,359300,SH 1N,TOP OF HARBOUR BRIDGE
573854,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2014,2013/2014,Non-Injury Crash,0,0,0,,1,Far North District,500802,25200,KOUTU LOOP ROAD,KOUTU BEACH ROAD
574280,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2014,2013/2014,Non-Injury Crash,0,0,0,,76,Auckland,509800,359300,SH 1N,SHELLY OFF SBD
575108,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2014,2014/2015,Non-Injury Crash,0,0,0,,76,Auckland,512402,253700,SH 16,TE ATATU OFF WBD
575247,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2014,2014/2015,Non-Injury Crash,0,0,0,,23,Tauranga City,538201,1163100,SH 2,MIRRIELEES OFF WBD
576499,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2014,2013/2014,Non-Injury Crash,0,0,0,,76,Auckland,507900,304000,ESMONDE ROAD,FRED THOMAS DRIVE
577666,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2014,2014/2015,Minor Crash,0,0,2,,76,Auckland,509800,359300,SH 1N,TOP OF HARBOUR BRIDGE
578054,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2014,2014/2015,Non-Injury Crash,0,0,0,,23,Tauranga City,538302,1180001,WELCOME BAY ROAD,JAMES COOK DRIVE
578754,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2014,2014/2015,Non-Injury Crash,0,0,0,,76,Auckland,523912,767803,SH 1N,GT SOUTH OBR
580935,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2014,2014/2015,Non-Injury Crash,0,0,0,,23,Tauranga City,538202,1162800,SH 2,MIRRIELEES OFF WBD
584406,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2014,2014/2015,Non-Injury Crash,0,0,0,,76,Auckland,515202,423600,SH 1N,CURRAN ON NBD
585330,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2014,2014/2015,Non-Injury Crash,0,0,0,,76,Auckland,509800,359300,SH 1N,STAFFORD OFF NBD
588749,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2014,2014/2015,Non-Injury Crash,0,0,0,,13,Waikato District,526500,854202,WAINUI ROAD,MARINE PARADE
592245,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2014,2013/2014,Non-Injury Crash,0,0,0,,76,Auckland,507900,304000,ESMONDE ROAD,FRED THOMAS DRIVE
594586,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2014,2014/2015,Minor Crash,0,0,1,,76,Auckland,507900,304200,ESMONDE ROAD,BARRYS POINT ROAD
596585,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2014,2014/2015,Non-Injury Crash,0,0,0,,76,Auckland,507900,304000,ESMONDE ROAD,FRED THOMAS DRIVE
601871,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2014,2013/2014,Minor Crash,0,0,2,,76,Auckland,513632,228702,TRIANGLE ROAD,WAIMUMU ROAD
436580,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2015,2014/2015,Minor Crash,0,0,1,,2,Whangarei District,501811,77600,SH 1N,TOTARA ROAD S
460924,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2015,2014/2015,Minor Crash,0,0,1,,76,Auckland,523202,717502,WHITFORD ROAD,MAUNGAMAUNGAROA BR
465444,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2015,2015/2016,Minor Crash,0,0,1,,76,Auckland,515202,423600,SH 1N,HARBOUR BR S
468291,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2015,2014/2015,Non-Injury Crash,0,0,0,,76,Auckland,513301,230200,SH 16,LINCOLN OBR
468468,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2015,2015/2016,Minor Crash,0,0,1,,76,Auckland,507900,304000,ESMONDE ROAD,FRED THOMAS DRIVE
470235,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2015,2014/2015,Non-Injury Crash,0,0,0,,76,Auckland,513530,226303,SH 16,LINCOLN OBR
470596,DQ-10,Region reference is populated,completeness,medium,MONITOR,region is missing,Missing regions reduce completeness of subnational reporting.,Monitor the rate by year and caveat regional outputs.,2015,2015/2016,Non-Injury Crash,0,0,0,,76,Auckland,524002,722400,SH 20,ONEHUNGA ON SBD
